PROGRESS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_1_POS,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2
1,7.01,2.83,0.62,0.11,110,22.0,52.0,d,e/u,d,e/u,"531.15, 195.49","1171.79, 194.91",70.0,11.49311825,0.0,0.0981446,0,0.0929
0,7.29,2.83,0.65,0.32,193,58.0,79.0,d,e/u,d,e/u,"973.50, 181.13","4434.23, 442.63",78.0,11.77975685,0.0,0.0981446,0,0.0375
5,7.05,2.13,0.64,0.29,1,98.0,67.0,d,e/u,d,e/u,"2766.35, 194.56","2864.11, 197.40",82.0,11.51361026,1.0,1.0,1,0.0
4,5.05,2.23,0.61,0.13,89,33.0,78.0,d,e/u,d,e/u,"1520.19, 198.44","2896.08, 198.18",72.0,11.49640193,0.0,0.0981446,0,0.3109
0,6.94,2.46,0.64,0.2,419,45.0,83.0,d,e/u,d,e/u,"2775.41, 236.20","2190.72, 647.18",76.0,11.16707193,0.0,0.0981446,0,0.0
0,6.67,2.59,0.76,0.18,434,58.0,76.0,d,e/u,d,e/u,"1913.61, 326.97","825.52, 691.49",69.0,11.44520403,0.0,0.0981446,0,0.0
0,6.8,2.67,0.67,0.24,545,54.0,89.0,d,e/u,d,e/u,"4374.08, 403.67","1396.45, 718.65",80.0,11.47632097,0.402622,0.502616,0,0.0297
5,5.03,2.14,0.74,0.25,428,43.0,56.0,d,e/u,d,e/u,"2916.38, 194.90","2874.44, 198.37",66.0,11.87171723,1.0,1.0,1,0.0
5,7.27,3.92,0.51,0.36,168,45.0,93.0,d,e/u,d,e/u,"2747.17, 193.79","2889.94, 193.49",52.0,12.25871126,1.0,1.0,1,0.0
5,6.21,3.36,0.62,0.2,112,51.0,64.0,d,e/u,d,e/u,"2903.14, 195.52","2857.59, 200.51",78.0,11.54176812,1.0,1.0,1,0.0
0,6.25,2.45,0.64,0.17,237,91.0,31.0,d,e/u,d,e/u,"310.72, 131.25","618.66, 271.69",45.0,12.19438684,0.0,0.0981446,0,0.0628
0,7.006962322,4.448633209,0.6618493277,0.3565808487,496,76.1208014,75.17410024,d,e/u,d,e/u,"801.43, 728.17","364.20, 741.87",35.49806476,11.76605746,0.0,0.0981446,0,0.0
2,7.44,2.48,0.71,0.13,84,30.0,98.0,d,e/u,d,e/u,"448.44, 198.69","2493.98, 206.95",58.0,11.78092429,0.0,0.0981446,0,0.0101
0,6.34,3.61,0.73,0.27,253,95.0,38.0,d,e/u,d,e/u,"2184.49, 263.17","70.15, 332.47",30.0,11.43778485,0.0,0.0981446,0,0.0
2,7.41,3.84,0.78,0.14,345,51.0,43.0,d,e/u,d,e/u,"662.10, 191.32","2299.97, 199.23",42.0,11.6369362,0.587016,0.686912,1,0.0764
0,5.09,3.09,0.73,0.33,106,99.0,48.0,d,e/u,d,e/u,"397.69, 160.02","4010.89, 767.06",42.0,11.19033435,0.0,0.0981446,0,0.0
4,5.43,2.85,0.5,0.33,1,31.0,75.0,d,e/u,d,e/u,"1320.74, 433.92","2877.66, 195.43",46.0,11.40497128,0.0,0.0981446,0,0.0906
0,6.390427215,3.210549562,0.611399173,0.2677713098,364,90.13604546,78.78876294,d,e/u,d,e/u,"1975.07, 415.23","4004.57, 246.63",75.74198069,11.74627951,0.0,0.0981446,0,0.9104
0,6.94,2.46,0.64,0.2,1,45.0,83.0,d,e/u,d,e/u,"2775.41, 236.20","2190.72, 647.18",76.0,11.13018774,0.0,0.0981446,0,0.0
0,7.42,2.81,0.72,0.16,463,78.0,76.0,d,e/u,d,e/u,"314.95, 157.39","2292.61, 482.03",42.0,11.38091017,0.309646,0.409614,0,0.1325
0,7.17,3.62,0.71,0.16,110,69.0,60.0,d,e/u,d,e/u,"403.29, 171.22","1596.10, 315.44",33.0,12.15886244,0.0,0.0981446,0,0.0327
0,7.23,4.03,0.67,0.2,1,49.0,30.0,d,e/u,d,e/u,"3009.75, 615.60","947.86, 795.78",85.0,11.48764389,0.0,0.0981446,0,0.0
0,6.81,2.96,0.6,0.22,592,35.0,73.0,d,e/u,d,e/u,"2823.94, 340.35","190.55, 268.99",36.0,12.04757798,0.0,0.0981446,0,0.0
1,5.9,3.15,0.65,0.23,270,96.0,18.0,d,e/u,d,e/u,"537.90, 195.31","1172.11, 759.79",95.0,12.32227979,0.0,0.0981446,0,0.8262
2,5.05,3.94,0.65,0.34,183,64.0,53.0,d,e/u,d,e/u,"795.97, 198.31","2563.44, 189.78",91.0,11.52654641,0.901855,1.0,1,0.0112
3,5.48,2.63,0.65,0.17,178,23.0,65.0,d,e/u,d,e/u,"500.38, 185.11","2874.12, 194.38",37.0,11.21125183,0.0,0.0981446,0,0.7534
0,7.417621812,2.808788351,0.7234641105,0.164393013,695,78.74245869,76.22627427,d,e/u,d,e/u,"2011.81, 315.73","2292.61, 482.03",42.2241352,11.45025736,0.0,0.0981446,0,0.9647
3,6.21,3.36,0.62,0.2,223,51.0,64.0,d,e/u,d,e/u,"435.93, 181.46","2857.59, 200.51",78.0,11.57500259,0.901855,1.0,1,0.0095
0,6.67,2.9,0.73,0.14,404,54.0,43.0,d,e/u,d,e/u,"179.28, 621.78","2626.14, 228.42",39.0,11.09931324,0.0,0.0981446,0,0.0
0,5.27,3.48,0.77,0.2,317,47.0,42.0,d,e/u,d,e/u,"332.06, 158.96","4048.10, 687.35",45.0,11.25153054,0.0,0.0981446,0,0.0
0,5.86,3.32,0.61,0.16,435,54.0,38.0,d,e/u,d,e/u,"3599.64, 770.47","4445.72, 743.68",72.0,12.105456,0.0,0.0981446,0,0.7922
3,5.21,4.08,0.71,0.34,188,22.0,39.0,d,e/u,d,e/u,"486.05, 184.99","2900.07, 199.85",93.0,11.58902486,0.0,0.0981446,0,0.0071
3,6.21,3.36,0.62,0.2,223,51.0,64.0,d,e/u,d,e/u,"486.19, 181.34","2857.59, 200.51",78.0,11.5750044,0.901085,0.999531,1,0.0157
0,7.29,2.83,0.65,0.32,97,58.0,79.0,d,e/u,d,e/u,"336.84, 164.70","4434.23, 442.63",78.0,11.75126607,0.0,0.0981446,0,0.0089
0,6.34,3.28,0.75,0.26,340,83.0,94.0,d,e/u,d,e/u,"3035.95, 476.62","3222.69, 767.67",72.0,11.89448811,0.0,0.0981446,0,0.0
0,5.83,4.26,0.51,0.33,636,61.0,49.0,d,e/u,d,e/u,"107.37, 392.88","2588.26, 228.29",36.0,11.60908687,0.901855,1.0,1,0.0211
0,7.29,2.83,0.65,0.32,1,58.0,79.0,d,e/u,d,e/u,"335.34, 167.56","4434.23, 442.63",78.0,11.72311379,0.0,0.0981446,0,0.0196
3,7.05,2.13,0.64,0.29,311,98.0,67.0,d,e/u,d,e/u,"398.58, 160.42","2814.54, 198.06",82.0,11.60339367,0.901855,1.0,1,0.0741
0,5.43,2.85,0.5,0.33,253,31.0,75.0,d,e/u,d,e/u,"211.87, 723.35","1777.71, 414.59",46.0,11.48085857,0.0,0.0981446,0,0.0323
0,7.44,2.18,0.53,0.19,121,65.0,82.0,d,e/u,d,e/u,"2250.17, 407.14","2381.88, 335.87",68.0,12.23142426,0.0,0.0981446,0,0.0
2,7.23,4.3,0.66,0.24,335,61.0,46.0,d,e/u,d,e/u,"110.16, 339.59","2850.17, 196.58",98.0,12.03738355,0.681432,0.781257,1,0.0774
0,5.05,3.72,0.58,0.31,215,83.0,85.0,d,e/u,d,e/u,"359.71, 164.64","2434.94, 304.36",60.0,12.26623357,0.275502,0.375352,0,0.0154
0,5.54,3.88,0.66,0.11,315,72.0,54.0,d,e/u,d,e/u,"833.55, 205.47","2652.23, 681.42",92.0,11.4225277,0.00358196,0.102241,0,0.8517
0,5.48,4.39,0.61,0.26,339,89.0,54.0,d,e/u,d,e/u,"331.56, 160.89","2208.45, 330.22",71.0,11.40369547,0.901855,1.0,1,0.0143
2,5.27,3.48,0.77,0.2,159,47.0,42.0,d,e/u,d,e/u,"647.35, 191.87","2970.50, 198.32",45.0,11.20475649,0.000468738,0.0989152,0,0.7401
0,5.91,3.66,0.72,0.16,369,81.0,83.0,d,e/u,d,e/u,"852.89, 736.36","4377.75, 457.08",79.0,11.83699728,0.000468738,0.0989152,0,0.0339
4,5.94,4.09,0.55,0.34,1,95.0,73.0,d,e/u,d,e/u,"2865.39, 191.72","2906.42, 194.69",44.0,11.26618748,0.0,0.0981446,0,0.0985
2,6.13,4.27,0.73,0.26,152,86.0,67.0,d,e/u,d,e/u,"278.17, 163.22","2583.21, 192.59",91.0,11.56638934,0.145087,0.245027,0,0.5795
0,6.84,4.09,0.55,0.4,499,82.0,90.0,d,e/u,d,e/u,"2395.67, 515.35","2973.66, 264.56",92.0,11.67045035,0.435242,0.535129,0,0.027
0,7.01,4.45,0.66,0.36,495,76.0,75.0,d,e/u,d,e/u,"801.43, 728.17","364.20, 741.87",35.0,11.76602082,0.0,0.0981446,0,0.0
0,5.9,3.15,0.65,0.23,405,96.0,30.0,d,e/u,d,e/u,"4435.40, 584.89","110.12, 754.44",95.0,12.36323709,0.0,0.0981446,0,0.1445
0,7.12,3.68,0.6,0.23,385,37.0,85.0,d,e/u,d,e/u,"2974.93, 410.44","3634.84, 277.10",61.0,12.30329478,0.0,0.0981446,0,0.0
0,7.44,2.48,0.71,0.13,1,51.0,98.0,d,e/u,d,e/u,"318.71, 157.47","3108.03, 421.63",58.0,11.75629253,0.0,0.0981446,0,0.4061
1,5.41,3.39,0.67,0.11,183,32.0,30.0,d,e/u,d,e/u,"836.12, 210.00","2641.97, 178.40",60.0,11.24179038,0.0,0.0981446,0,0.4516
0,6.36,3.68,0.5,0.15,273,42.0,98.0,d,e/u,d,e/u,"4377.50, 337.95","2412.61, 597.02",70.0,11.80190255,0.0,0.0981446,0,0.8917
5,5.05,3.94,0.65,0.34,1,64.0,53.0,d,e/u,d,e/u,"2935.61, 195.72","2850.06, 197.14",91.0,11.47226229,1.0,1.0,1,0.0
0,7.07,3.85,0.61,0.32,279,32.0,55.0,d,e/u,d,e/u,"353.96, 179.72","1003.85, 774.62",95.0,11.44580982,0.000468738,0.0989152,0,0.5051
4,6.26,2.38,0.77,0.39,156,72.0,59.0,d,e/u,d,e/u,"2197.92, 183.41","2849.52, 197.29",92.0,12.18504202,0.901855,1.0,1,0.9993
0,6.25,2.45,0.64,0.17,119,91.0,31.0,d,e/u,d,e/u,"310.72, 131.25","618.66, 271.69",45.0,12.15940477,0.0,0.0981446,0,0.0099
0,6.01,3.44,0.77,0.24,547,46.0,80.0,d,e/u,d,e/u,"102.20, 276.88","100.80, 207.37",40.0,11.78919332,0.901855,1.0,1,0.0239
3,7.3,4.14,0.74,0.19,96,87.0,82.0,d,e/u,d,e/u,"382.82, 157.96","2864.51, 194.29",50.0,11.41248001,0.0,0.0981446,0,0.3375
0,7.23,4.03,0.67,0.2,337,49.0,30.0,d,e/u,d,e/u,"3009.75, 615.60","947.86, 795.78",85.0,11.58488579,0.0,0.0981446,0,0.0
0,6.94,2.46,0.64,0.2,419,45.0,83.0,d,e/u,d,e/u,"2775.41, 236.20","2190.72, 647.18",76.0,11.16707625,0.0,0.0981446,0,0.0
0,5.91,3.66,0.72,0.16,123,81.0,83.0,d,e/u,d,e/u,"267.30, 157.62","4377.75, 457.08",79.0,11.7628985,0.0,0.0981446,0,0.0077
0,6.38,2.79,0.6,0.19,351,86.0,63.0,d,e/u,d,e/u,"1889.35, 340.61","631.28, 692.81",75.0,11.48499456,0.0,0.0981446,0,0.0
2,7.38,2.75,0.59,0.3,125,39.0,74.0,d,e/u,d,e/u,"411.34, 199.61","2436.12, 189.24",41.0,11.24326372,0.0,0.0981446,0,0.0052
0,5.32,2.64,0.61,0.36,690,56.0,99.0,d,e/u,d,e/u,"1466.40, 709.97","2587.67, 305.43",43.0,11.74909577,0.0,0.0981446,0,0.2129
0,6.67,2.9,0.73,0.14,404,54.0,43.0,d,e/u,d,e/u,"179.28, 621.78","2626.14, 228.42",39.0,11.09930454,0.0,0.0981446,0,0.0
0,6.208928418,3.041876597,0.6826068731,0.2693733066,688,43.11057266,77.5826895,d,e/u,d,e/u,"169.43, 713.47","3733.34, 215.79",94.01519694,11.34367308,0.0,0.0981446,0,0.7824
0,5.41,4.19,0.62,0.26,180,38.0,79.0,d,e/u,d,e/u,"355.76, 177.88","138.53, 411.75",39.0,11.11601072,0.0,0.0981446,0,0.0
0,6.55,3.49,0.51,0.38,312,77.0,95.0,d,e/u,d,e/u,"309.89, 136.34","3537.83, 710.51",45.0,12.12664269,0.0,0.0981446,0,0.4393
0,5.65,3.24,0.71,0.27,1,86.0,80.0,d,e/u,d,e/u,"377.77, 164.14","4200.11, 792.34",85.0,11.60188574,0.0,0.0981446,0,0.0316
0,6.23,3.65,0.64,0.17,109,38.0,98.0,d,e/u,d,e/u,"362.71, 182.80","1495.42, 387.52",33.0,12.07268788,0.0,0.0981446,0,0.0378
3,5.17,4.01,0.52,0.36,323,34.0,21.0,d,e/u,d,e/u,"618.66, 195.11","2909.61, 200.41",40.0,12.07361005,0.901855,1.0,1,0.0787
3,6.87,3.35,0.59,0.3,339,59.0,59.0,d,e/u,d,e/u,"428.01, 174.36","2876.20, 198.24",76.0,12.24879231,0.901855,1.0,1,0.1563
0,5.09,2.8,0.68,0.15,461,64.0,37.0,d,e/u,d,e/u,"285.87, 142.91","3028.90, 755.84",43.0,11.39385073,0.309646,0.409614,0,0.0121
0,6.66,3.14,0.69,0.31,269,36.0,93.0,d,e/u,d,e/u,"3027.28, 185.91","1500.49, 362.55",49.0,11.26011433,0.0,0.0981446,0,0.0419
0,6.39,3.21,0.61,0.27,363,90.0,78.0,d,e/u,d,e/u,"1975.07, 415.23","4004.57, 246.63",75.0,11.74625508,0.000468738,0.0989152,0,0.4776
0,5.091160614,2.795799314,0.677393571,0.1482054961,693,64.91362022,37.48553482,d,e/u,d,e/u,"3018.71, 490.02","3028.90, 755.84",43.30085563,11.46318778,0.160035,0.25979,0,0.0648
5,6.0,2.49,0.69,0.29,196,39.0,36.0,d,e/u,d,e/u,"2956.69, 197.29","2922.66, 204.40",66.0,11.09390213,1.0,1.0,1,0.0
4,5.83,4.26,0.51,0.33,424,61.0,49.0,d,e/u,d,e/u,"351.19, 383.53","2931.67, 196.75",36.0,11.54519821,0.901855,1.0,1,0.023
0,6.34,3.61,0.73,0.27,253,95.0,38.0,d,e/u,d,e/u,"2184.49, 263.17","70.15, 332.47",30.0,11.43778415,0.0,0.0981446,0,0.0
5,5.45,3.84,0.55,0.15,231,51.0,55.0,d,e/u,d,e/u,"2463.90, 187.38","2937.77, 196.40",38.0,11.11744352,1.0,1.0,1,0.0
0,6.29,2.76,0.79,0.16,506,65.0,57.0,d,e/u,d,e/u,"3013.23, 370.06","4338.47, 298.47",31.0,11.57682179,0.00358196,0.102241,0,0.4192
5,5.77,3.9,0.74,0.33,176,35.0,51.0,d,e/u,d,e/u,"2535.23, 188.73","2910.19, 194.33",38.0,11.41496523,1.0,1.0,1,0.0
0,6.67,2.9,0.73,0.14,202,54.0,43.0,d,e/u,d,e/u,"179.28, 621.78","2626.14, 228.42",39.0,11.15873703,0.0,0.0981446,0,0.0
0,5.59,4.24,0.51,0.32,336,75.0,87.0,d,e/u,d,e/u,"1972.40, 260.47","1597.98, 306.47",53.0,11.40078403,0.0,0.0981446,0,0.9846
0,5.029798988,2.144414617,0.7435615651,0.2537103083,643,73.28706358,56.35390809,d,e/u,d,e/u,"1467.38, 280.01","607.40, 734.15",66.49403275,11.93627299,0.901855,1.0,1,0.2212
0,5.15,4.13,0.79,0.11,165,51.0,52.0,d,e/u,d,e/u,"367.53, 177.39","2229.06, 294.91",54.0,12.21933999,0.0,0.0981446,0,0.021
0,6.548398864,3.490818206,0.5087270148,0.3780866429,469,77.61437062,95.06110578,d,e/u,d,e/u,"3077.84, 434.87","3537.83, 710.51",45.55397122,12.17369301,0.0,0.0981446,0,0.8849
0,6.42,2.15,0.71,0.12,289,51.0,83.0,d,e/u,d,e/u,"1976.28, 407.90","2528.11, 229.78",59.0,12.09755946,0.0,0.0981446,0,0.0
2,5.41,3.39,0.67,0.11,92,32.0,30.0,d,e/u,d,e/u,"830.12, 209.87","2474.14, 199.64",60.0,11.21449771,0.0,0.0981446,0,0.021
5,5.05,2.23,0.61,0.13,1,33.0,78.0,d,e/u,d,e/u,"2586.40, 157.56","2896.08, 198.18",72.0,11.46998659,1.0,1.0,1,0.0
2,6.0,2.49,0.69,0.29,392,39.0,36.0,d,e/u,d,e/u,"692.29, 190.09","2428.46, 232.52",66.0,11.15107921,0.901085,0.999531,1,0.7048
3,6.01,3.44,0.77,0.24,365,46.0,80.0,d,e/u,d,e/u,"421.51, 188.29","2900.51, 194.35",40.0,11.73433259,0.901855,1.0,1,0.0194
0,7.29,3.03,0.75,0.36,162,64.0,74.0,d,e/u,d,e/u,"210.64, 762.82","1730.07, 368.56",52.0,12.1692443,0.0,0.0981446,0,0.0
0,6.38,3.71,0.51,0.3,103,99.0,36.0,d,e/u,d,e/u,"258.25, 128.81","352.97, 220.62",72.0,11.94007501,0.0,0.0981446,0,0.0106
0,7.07,3.85,0.61,0.32,419,32.0,55.0,d,e/u,d,e/u,"897.86, 674.11","1003.85, 774.62",95.0,11.48857856,0.0,0.0981446,0,0.9264
0,6.13,4.36,0.74,0.24,498,36.0,56.0,d,e/u,d,e/u,"4261.88, 758.20","3785.30, 270.22",89.0,11.16926877,0.0,0.0981446,0,0.6161
0,7.28,2.42,0.76,0.36,116,79.0,46.0,d,e/u,d,e/u,"2970.74, 312.58","403.78, 753.84",46.0,11.12663797,0.0,0.0981446,0,0.0
0,6.81,2.96,0.6,0.22,1,35.0,73.0,d,e/u,d,e/u,"2823.94, 340.35","190.55, 268.99",36.0,11.87538842,0.0,0.0981446,0,0.0
0,6.8,2.67,0.67,0.24,545,54.0,89.0,d,e/u,d,e/u,"4374.08, 403.67","1396.45, 718.65",80.0,11.47632097,0.419126,0.518993,0,0.0398
0,5.59,2.6,0.56,0.26,377,59.0,92.0,d,e/u,d,e/u,"4161.81, 215.39","2432.66, 613.06",85.0,12.37726363,0.0,0.0981446,0,0.657
0,7.42,2.81,0.72,0.16,1,78.0,76.0,d,e/u,d,e/u,"314.92, 157.46","2292.61, 482.03",42.0,11.24994104,0.0,0.0981446,0,0.5828
0,6.356011003,3.682627963,0.5042805772,0.1483835261,274,42.81548911,98.63076918,d,e/u,d,e/u,"4377.50, 337.95","2412.61, 597.02",70.47396187,11.80192087,0.0,0.0981446,0,0.8761
0,6.94,2.46,0.64,0.2,210,45.0,83.0,d,e/u,d,e/u,"2775.41, 236.20","2190.72, 647.18",76.0,11.10645673,0.0,0.0981446,0,0.0
2,7.3,4.14,0.74,0.19,193,87.0,82.0,d,e/u,d,e/u,"294.08, 150.42","2864.51, 194.29",50.0,11.44155639,0.256978,0.356878,0,0.0086
0,6.23,3.85,0.55,0.21,513,42.0,96.0,d,e/u,d,e/u,"2737.48, 327.36","1231.01, 749.07",67.0,11.97728287,0.901855,1.0,1,0.0487
0,7.29,3.03,0.75,0.36,325,64.0,74.0,d,e/u,d,e/u,"210.64, 762.82","1730.07, 368.56",52.0,12.21712945,0.0,0.0981446,0,0.0
0,6.13,4.36,0.74,0.24,498,36.0,56.0,d,e/u,d,e/u,"4261.88, 758.20","3785.30, 270.22",89.0,11.16926877,0.0,0.0981446,0,0.6181
0,6.38,3.71,0.51,0.3,309,99.0,36.0,d,e/u,d,e/u,"4347.14, 534.45","352.97, 220.62",72.0,12.0021403,0.00358196,0.102241,0,0.0345
0,6.42,2.66,0.55,0.21,229,34.0,48.0,d,e/u,d,e/u,"2654.51, 164.83","1400.13, 767.97",92.0,11.1623174,0.0,0.0981446,0,0.0
4,6.63,2.32,0.64,0.35,201,56.0,73.0,d,e/u,d,e/u,"2905.61, 193.71","2796.19, 196.66",84.0,11.13852977,0.738116,0.837857,1,0.0597
0,5.09,3.09,0.73,0.33,1,99.0,48.0,d,e/u,d,e/u,"397.69, 160.02","4010.89, 767.06",42.0,11.1598665,0.0,0.0981446,0,0.0
0,7.38,2.75,0.59,0.3,250,39.0,74.0,d,e/u,d,e/u,"1853.71, 166.59","755.82, 276.56",41.0,11.28062674,0.0,0.0981446,0,0.0
0,6.09,2.93,0.69,0.2,441,72.0,35.0,d,e/u,d,e/u,"312.10, 155.04","2405.18, 406.77",34.0,12.13610083,0.0375033,0.136915,0,0.0
0,5.48,4.39,0.61,0.26,169,89.0,54.0,d,e/u,d,e/u,"331.56, 160.89","2208.45, 330.22",71.0,11.35341101,0.0,0.0981446,0,0.0158
0,5.207020636,4.077877521,0.7105663065,0.3369301255,565,38.16243304,39.10936172,d,e/u,d,e/u,"2574.21, 202.37","3436.33, 223.66",93.00890531,11.70062584,0.571767,0.671683,1,0.0324
0,7.29,2.83,0.65,0.32,1,58.0,79.0,d,e/u,d,e/u,"335.34, 167.56","4434.23, 442.63",78.0,11.72310558,0.0,0.0981446,0,0.0123
0,6.04,3.97,0.69,0.29,414,39.0,66.0,d,e/u,d,e/u,"3123.19, 226.18","3147.96, 466.79",61.0,11.99578242,0.540581,0.640539,1,0.0347
0,5.59,2.6,0.56,0.26,377,59.0,92.0,d,e/u,d,e/u,"4161.81, 215.39","2432.66, 613.06",85.0,12.37726363,0.0,0.0981446,0,0.657
0,6.344594383,3.606513155,0.7273685482,0.2711960155,381,95.11392747,38.59925385,d,e/u,d,e/u,"2184.49, 263.17","70.15, 332.47",30.65488963,11.4763476,0.0,0.0981446,0,0.0
5,7.05,2.13,0.64,0.29,1,98.0,67.0,d,e/u,d,e/u,"2824.23, 195.53","2895.54, 198.91",82.0,11.513575,1.0,1.0,1,0.0
0,7.23,4.03,0.67,0.2,169,49.0,30.0,d,e/u,d,e/u,"3009.75, 615.60","947.86, 795.78",85.0,11.53520415,0.0,0.0981446,0,0.0
2,5.54,3.88,0.66,0.11,210,72.0,54.0,d,e/u,d,e/u,"393.60, 171.93","2515.51, 205.66",92.0,11.39067774,0.111822,0.211461,0,0.0123
0,6.250639808,4.11907621,0.5564023618,0.182358181,466,94.85228871,41.52335388,d,e/u,d,e/u,"1803.78, 378.72","2999.74, 645.48",55.23603397,12.20066804,0.369038,0.468939,0,0.0237
0,6.7,3.12,0.73,0.3,1,39.0,40.0,d,e/u,d,e/u,"2016.60, 417.93","1559.79, 221.11",80.0,12.16288898,0.0,0.0981446,0,0.0
3,5.43,3.21,0.56,0.27,1,97.0,65.0,d,e/u,d,e/u,"283.37, 226.93","2878.52, 194.36",47.0,11.99911534,0.0,0.0981446,0,0.441
0,5.09,2.8,0.68,0.15,692,64.0,37.0,d,e/u,d,e/u,"3018.71, 490.02","3028.90, 755.84",43.0,11.46313892,0.168929,0.268896,0,0.0542
0,5.45,3.84,0.55,0.15,463,51.0,55.0,d,e/u,d,e/u,"339.38, 165.88","1972.20, 631.59",38.0,11.18433783,0.0257282,0.125623,0,0.0381
5,6.01,3.44,0.77,0.24,1,46.0,80.0,d,e/u,d,e/u,"2692.30, 177.57","2868.00, 193.51",40.0,11.62971641,1.0,1.0,1,0.0
0,6.286599175,2.757701173,0.7865300645,0.1593244239,507,65.67462574,57.42188347,d,e/u,d,e/u,"3013.23, 370.06","4338.47, 298.47",31.08951938,11.57685844,0.00358196,0.102241,0,0.3608
0,7.29,3.03,0.75,0.36,488,64.0,74.0,d,e/u,d,e/u,"210.64, 762.82","1730.07, 368.56",52.0,12.26656823,0.0,0.0981446,0,0.0
3,5.18,3.3,0.77,0.21,1,64.0,79.0,d,e/u,d,e/u,"489.61, 175.89","2886.28, 195.34",83.0,11.80245882,0.0,0.0981446,0,0.2828
0,6.42,2.15,0.71,0.12,145,51.0,83.0,d,e/u,d,e/u,"1976.28, 407.90","2528.11, 229.78",59.0,12.05551266,0.0,0.0981446,0,0.0
3,6.42,2.66,0.55,0.21,115,20.0,48.0,d,e/u,d,e/u,"400.00, 200.00","2882.69, 209.97",92.0,11.12850168,0.0,0.0981446,0,0.135
3,6.25,4.12,0.56,0.18,155,94.0,41.0,d,e/u,d,e/u,"366.74, 151.02","2948.98, 200.00",55.0,12.10805174,0.901855,1.0,1,0.0205
0,7.292803328,3.026528009,0.754000348,0.3633734076,489,64.80094066,74.82017189,d,e/u,d,e/u,"210.64, 762.82","1730.07, 368.56",52.36459215,12.26660182,0.0,0.0981446,0,0.0
5,6.87,3.35,0.59,0.3,170,59.0,59.0,d,e/u,d,e/u,"2711.96, 188.14","2876.20, 198.24",76.0,12.19913118,1.0,1.0,1,0.0
0,6.338665593,3.276051149,0.7482240049,0.2577989937,511,83.39490016,94.08240515,d,e/u,d,e/u,"3035.95, 476.62","3222.69, 767.67",72.75541654,11.94577046,0.0,0.0981446,0,0.0
0,5.77,3.9,0.74,0.33,530,35.0,85.0,d,e/u,d,e/u,"3121.12, 256.79","4294.02, 721.07",38.0,11.52002226,0.901855,1.0,1,0.1538
0,6.21,3.04,0.68,0.27,687,43.0,77.0,d,e/u,d,e/u,"169.43, 713.47","3733.34, 215.79",94.0,11.34362422,0.0,0.0981446,0,0.3345
5,5.03,2.14,0.74,0.25,214,43.0,56.0,d,e/u,d,e/u,"2787.17, 195.69","2861.44, 198.20",66.0,11.80996573,1.0,1.0,1,0.0
0,6.25,2.45,0.64,0.17,119,91.0,31.0,d,e/u,d,e/u,"310.72, 131.25","618.66, 271.69",45.0,12.15939302,0.0,0.0981446,0,0.022
0,5.27,3.72,0.59,0.39,440,82.0,50.0,d,e/u,d,e/u,"2744.96, 374.82","2688.23, 307.80",86.0,12.0566229,0.901855,1.0,1,0.2393
0,6.55,3.49,0.51,0.38,468,77.0,95.0,d,e/u,d,e/u,"3077.84, 434.87","3537.83, 710.51",45.0,12.17365942,0.0,0.0981446,0,0.8955
1,6.42,3.7,0.53,0.38,1,83.0,32.0,d,e/u,d,e/u,"110.69, 488.87","519.32, 262.95",83.0,11.26210042,0.0,0.0981446,0,0.2537
0,6.23,3.85,0.55,0.21,513,42.0,96.0,d,e/u,d,e/u,"2737.48, 327.36","1231.01, 749.07",67.0,11.97728287,0.901855,1.0,1,0.0479
0,6.38,2.79,0.6,0.19,176,86.0,63.0,d,e/u,d,e/u,"1889.35, 340.61","631.28, 692.81",75.0,11.43420428,0.0,0.0981446,0,0.0
0,5.64,4.07,0.54,0.17,257,34.0,57.0,d,e/u,d,e/u,"387.72, 259.61","2926.68, 408.94",83.0,12.39720755,0.0,0.0981446,0,0.6165
0,7.23,4.03,0.67,0.2,505,49.0,30.0,d,e/u,d,e/u,"3009.75, 615.60","947.86, 795.78",85.0,11.63553134,0.0,0.0981446,0,0.0
0,5.82,3.94,0.54,0.31,363,77.0,78.0,d,e/u,d,e/u,"311.58, 155.65","2436.27, 221.71",99.0,12.22940599,0.508809,0.60869,1,0.0101
5,6.8,2.67,0.67,0.24,181,54.0,89.0,d,e/u,d,e/u,"2592.91, 190.13","2899.42, 194.11",80.0,11.36832511,1.0,1.0,1,0.0
0,7.3,4.14,0.74,0.19,290,87.0,82.0,d,e/u,d,e/u,"139.62, 401.64","1959.25, 253.99",50.0,11.47096181,0.168929,0.268896,0,0.3446
0,6.42,2.66,0.55,0.21,229,34.0,48.0,d,e/u,d,e/u,"2654.51, 164.83","1400.13, 767.97",92.0,11.16231655,0.0,0.0981446,0,0.0
3,5.71,4.34,0.66,0.26,98,48.0,40.0,d,e/u,d,e/u,"501.10, 181.25","2878.83, 195.50",42.0,12.31123208,0.0,0.0981446,0,0.0254
