PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,SCS
1.0,5.007858550357399,2.2630057730901574,0.7839304970077435,0.3776584611438204,139.0,64.53652476676373,30.29695181099409,1.0,0.0,2.0,0.0,0.0,1.0,351.05,183.39,1003.85,774.62,41.49957357665036,11.40493944,0.14549750516666685
0.0,5.170494933494631,3.7730720917903775,0.7948154950492606,0.338985099441738,660.0,57.42956020851207,46.154214621181765,0.0,0.0,2.0,1.0,1.0,1.0,4329.73,386.37,1449.88,242.42,76.51733550462286,11.19472359,0.1826629645
3.0,5.704988251270406,3.075699435721793,0.784630040883555,0.3880118147688007,115.0,65.59680494751325,33.82473639485595,2.0,1.0,1.0,2.0,1.0,0.0,400.0,200.0,2882.69,209.97,32.87105438702961,11.12850168,0.12780723800000016
0.0,6.410387061722972,3.0868790205681016,0.7855197138208428,0.2184182557381246,467.0,41.2791022698024,62.10401355958508,1.0,0.0,1.0,1.0,1.0,2.0,2679.6,262.09,3458.65,749.55,81.33100449339028,11.22605433,0.13877673700000018
0.0,6.582878125662809,2.126147741348059,0.5950782592789446,0.2912487284782348,467.0,84.61815682345423,59.31155535226367,0.0,0.0,1.0,1.0,0.0,1.0,3922.46,260.71,1380.68,415.8,79.5632528354014,11.65043804,0.1741777405000001
0.0,6.435293322406793,2.532949308162619,0.7391862623315801,0.3042349247267841,507.0,57.64895203586253,67.36299678862439,1.0,1.0,1.0,1.0,0.0,1.0,3013.23,370.06,4338.47,298.47,78.60801104094216,11.57685844,0.14189725716666687
4.0,5.831338596323338,3.9692792544248734,0.71214414296427,0.3883718809387552,1.0,82.71102478642904,88.60518620286167,0.0,1.0,1.0,1.0,0.0,2.0,1916.89,183.23,2790.44,200.64,40.52549088318265,11.47056211,0.049338333000000005
0.0,5.185987639585542,3.675723640826735,0.6027546350868944,0.3478126420679647,592.0,33.800544083934184,43.27701377107384,0.0,1.0,0.0,1.0,0.0,0.0,2823.94,340.35,190.55,268.99,78.19936693390233,12.04757798,0.19380115066666664
0.0,5.050145866564081,4.494057815592884,0.5469508841086714,0.3913899495521011,427.0,98.59536111137754,30.201020740942617,1.0,1.0,2.0,2.0,0.0,0.0,1867.55,234.08,2356.35,560.55,37.52962485804304,11.92814216,0.2661461559999999
0.0,5.033595694585061,3.4833304481869978,0.530172831576149,0.2428764312017701,250.0,60.78437303566246,47.47001345822493,0.0,1.0,0.0,1.0,0.0,0.0,1853.71,166.59,755.82,276.56,96.78420904006867,11.2806308,0.46246830899999986
