id,ORCH_1_Dstop(%),ORCH_1_Drestart(%),ORCH_1_Fstop(%),ORCH_1_Frestart(%),PSCS__TAU(%),HUM_1_VEL(%),HUM_2_VEL(%),HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X(%),HUM_1_POS_Y(%),HUM_2_POS_X(%),HUM_2_POS_Y(%),ROB_1_VEL(%),ROB_1_CHG(%)
50,0.6885988756648764,0.10104790137180224,0.3666924772089434,0.06669694042140331,0.0022222222222222222,0.1884402570259086,0.16034465682276106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006038736025462705,1.8792307692194744e-05
51,0.4694966253626596,0.4941589506152809,0.05156403081005955,0.7704493222478949,0.0,0.45404534465183316,0.11647260387731312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2788231189991266,0.0
52,0.4631128586093503,0.1095830999312449,0.41361498880405073,0.6708458361925882,0.0,0.00653285934052101,0.6890377077172579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8085852576042694,0.0
53,0.5031815666521726,0.40015259956517435,0.3474976577422439,0.2985099166956964,0.0,0.208206793269,0.6705369646246211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7714533171947242,0.0
54,0.05045959588848703,0.8490198641652302,0.022341966724462866,0.8736805325753801,0.0,0.11437028864135002,0.5511568428590816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5092385019220284,0.0
56,0.6574462248389146,0.23288172246775804,0.1805798283044609,0.8351778636065059,0.0,0.11163552465097411,0.028242414614061722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060345678824558546,0.0
57,0.14437048549189946,0.46242585658852686,0.7967977848497434,0.11466910415849997,0.0,0.8422860814037607,0.5631358736966063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5436725447576968,0.0
58,0.07045740441861739,0.5426396224287752,0.20882478664292453,0.3656795666519994,0.0,0.6216221849430598,0.3364993330240859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4400480302580072,0.0
59,0.962645803189482,0.15972026540526355,0.2155727597374083,0.7635618221406526,0.0,0.291123714006176,0.6112299669700525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12360326766574668,0.0
60,0.9182320416939838,0.26706220872453323,0.19567819462694588,0.7734668508427285,0.0,0.28810087604516904,0.5170264836996115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5343869296711028,0.0
61,0.37622159193621274,0.3631126631617295,0.15719470949020076,0.04390851686723262,0.0,0.19622216140048343,0.31940137990878087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18328413323122683,0.0
62,0.9726088616937275,0.7003084114945624,0.09369456945101975,0.08570850728782867,0.0,0.12214248140811666,0.9662097789197235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26980336432723545,0.0
63,0.29705934273312773,0.3955283946557824,0.6315134484342665,0.7638324374071255,0.0,0.10287410222249897,0.02949266296569003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052007129283705315,0.0
64,0.08456811662302144,0.44577159498724156,0.2966515517531335,0.9277834559661319,0.05555555555555555,0.3283174659739558,0.11765161183744358,0.0,0.0,1.0,2.0,0.0,1.0,0.0016545454545454483,0.00038333333333331627,0.00640909090909092,0.02923333333333332,0.22550985621548564,0.6072557999999997
65,0.2220204684561228,0.37056203721071324,0.16212069156834963,0.26481912353747433,0.0,0.026115124607218425,0.2606418692577727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14597442112951922,0.0
66,0.1361317375582928,0.19208138395508242,0.26185432640781064,0.10366149279832859,0.0,0.3749182238342901,0.23079590593674584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17992110876286083,0.0
67,0.7229771020863964,0.31502030586461716,0.0235939980624041,0.05901348646870566,0.0,0.3149692394185258,0.04237268215302318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892119353864546,0.0
68,4.4573566415451185e-05,0.031329728606897866,0.4219509697992203,0.030395842699770612,0.0,0.09467984927373314,0.10623609452295812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15823929577705614,0.0
69,0.34465059373731854,0.11697009786264871,0.39602246865212587,0.217041101284642,0.028888888888888888,0.15726276257338542,0.18988223198442417,0.0,0.0,1.0,0.0,1.0,2.0,0.0019704545454544585,0.01685000000000002,0.0018636363636363223,0.007883333333333364,0.2054465603050395,0.3983965846153848
70,0.26753652547023277,0.18764175508495545,0.2956675724881049,0.3470782978779139,0.0,0.4006271051933047,0.11786198078974032,0.0,0.0,0.0,0.0,0.0,0.0,0.0035886363636363685,0.0009499999999999886,2.2727272727768814e-06,0.0,0.6028178570556211,2.4538461532804714e-06
71,0.4877031461278971,0.7632239558009163,0.1161111454146324,0.19827588855128453,0.0022222222222222222,0.32847967157839286,0.8133403214695674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505453868786771,1.8792307692194744e-05
72,0.5494428149927415,0.361008199754005,0.6284157040818412,0.40662357442823294,0.0,0.21201219795085535,0.6798961349065515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23318982661900317,0.0
73,0.0593751167940411,0.7783459319420712,0.6999606574339259,0.032868728204522205,0.0,0.06383860688541654,0.08422019867616025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.819663098142705,0.0
74,0.853556639687055,0.7978650402109846,0.17006432184663278,0.6078872273973682,0.0022222222222222222,0.39354752240615837,0.7058626640049463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18892352235774013,1.6446153845952082e-05
75,0.026424631375385133,0.07781982378717203,0.030911627339647765,0.3439560252242329,0.0,0.005781780800884917,0.08459068019098147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15914566808079514,0.0
76,0.7274595868651552,0.017334613300515223,0.7223653475813558,0.17598026933144123,0.0,0.38147168799164044,0.06537010867319058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6598037512512115,0.0
77,0.5779240100510272,0.3430503777270239,0.18271263116154898,0.25118795047789,0.0,0.25185625489571856,0.29076127046885036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0885058203956628,0.0
78,0.1580341104983866,0.16052998840156843,0.011777765129694268,0.8203644842153586,0.0,0.7160843749043049,0.19084021563901388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40213116535864596,0.0
79,0.13942147600888716,0.032656347791068185,0.14530387640550183,0.4979603568201052,0.0,0.012906443680039206,0.5816622458819434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4189449748062265,0.0
80,0.17639484160948377,0.036946890020882785,0.16019692591940504,0.2694873440204472,0.0,0.20015016453416376,0.36010434536597913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03085813415271263,0.0
81,0.8408258446651484,0.013626475039002805,0.10932834093200522,0.4133741159248148,0.0,0.037496649752568854,0.6055103943912149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35553249049484875,0.0
82,0.4934385630432406,0.2759031485496612,0.21065355217516918,0.3577002097123606,0.0,0.2174274316665426,0.056664816686812815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10781245317117225,0.0
84,0.948627041902002,0.6550862150547045,0.24109129928520467,0.7847007951003058,0.0,0.24819142560322882,0.5839422219045561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09210261865174456,0.0
85,0.338875638926346,0.10081369935378462,0.13456480976926716,0.7208917963516672,0.0,0.4619398787426535,0.016698531029847988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20990597195215363,0.0
86,0.5552025917076981,0.3696718099017934,0.6108735153936783,0.3813155913935502,0.0,0.6385160224660915,0.679564552952766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5793631743772749,0.0
