Configuration_ID,Has_Match,mc_config,opt_config
287,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 5.64, 'ORCH_1_Drestart': 4.07, 'ORCH_1_Fstop': 0.54, 'ORCH_1_Frestart': 0.17, 'PSCS__TAU': 257.0, 'HUM_1_VEL': 34.0, 'HUM_2_VEL': 57.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 387.72, 'HUM_1_POS_Y': 259.61, 'HUM_2_POS_X': 2926.68, 'HUM_2_POS_Y': 408.94, 'ROB_1_VEL': 83.0, 'ROB_1_CHG': 12.39720755, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.041470953135551, 'ORCH_1_Drestart': 3.313660105365455, 'ORCH_1_Fstop': 0.7245445336095927, 'ORCH_1_Frestart': 0.3891207344533812, 'PSCS__TAU': 257.0, 'HUM_1_VEL': 65.98851799053563, 'HUM_2_VEL': 30.04377882644836, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 387.72, 'HUM_1_POS_Y': 259.61, 'HUM_2_POS_X': 2926.68, 'HUM_2_POS_Y': 408.94, 'ROB_1_VEL': 35.12610125912243, 'ROB_1_CHG': 12.39720755, 'SCS': 0.6350826681899993, 'FTG': 0.2708823488095239}"
288,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 7.234325502, 'ORCH_1_Drestart': 4.031727664, 'ORCH_1_Fstop': 0.6700039135, 'ORCH_1_Frestart': 0.1975238329, 'PSCS__TAU': 506.0, 'HUM_1_VEL': 49.55002966, 'HUM_2_VEL': 30.49945038, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 3009.75, 'HUM_1_POS_Y': 615.6, 'HUM_2_POS_X': 947.86, 'HUM_2_POS_Y': 795.78, 'ROB_1_VEL': 85.15392073, 'ROB_1_CHG': 11.63556798, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.000818877760056, 'ORCH_1_Drestart': 4.00600636547519, 'ORCH_1_Fstop': 0.5103076788869233, 'ORCH_1_Frestart': 0.3904336051624177, 'PSCS__TAU': 505.0, 'HUM_1_VEL': 57.18972094492268, 'HUM_2_VEL': 31.73029786992407, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 3009.75, 'HUM_1_POS_Y': 615.6, 'HUM_2_POS_X': 947.86, 'HUM_2_POS_Y': 795.78, 'ROB_1_VEL': 82.32194896615955, 'ROB_1_CHG': 11.63553134, 'SCS': 0.593440278816666, 'FTG': 0.0057164166666666}"
289,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 5.82, 'ORCH_1_Drestart': 3.94, 'ORCH_1_Fstop': 0.54, 'ORCH_1_Frestart': 0.31, 'PSCS__TAU': 363.0, 'HUM_1_VEL': 77.0, 'HUM_2_VEL': 78.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 311.58, 'HUM_1_POS_Y': 155.65, 'HUM_2_POS_X': 2436.27, 'HUM_2_POS_Y': 221.71, 'ROB_1_VEL': 99.0, 'ROB_1_CHG': 12.22940599, 'SCS': 1.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.287576592349254, 'ORCH_1_Drestart': 3.893668595826564, 'ORCH_1_Fstop': 0.6010225070219783, 'ORCH_1_Frestart': 0.3765608298793829, 'PSCS__TAU': 363.0, 'HUM_1_VEL': 30.11741100749923, 'HUM_2_VEL': 45.82916440373334, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 311.58, 'HUM_1_POS_Y': 155.65, 'HUM_2_POS_X': 2436.27, 'HUM_2_POS_Y': 221.71, 'ROB_1_VEL': 73.39928612157767, 'ROB_1_CHG': 12.22940599, 'SCS': 0.6822779409166665, 'FTG': 0.010345}"
290,True,"{'PRGS': 5.0, 'ORCH_1_Dstop': 6.8, 'ORCH_1_Drestart': 2.67, 'ORCH_1_Fstop': 0.67, 'ORCH_1_Frestart': 0.24, 'PSCS__TAU': 181.0, 'HUM_1_VEL': 54.0, 'HUM_2_VEL': 89.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 2592.91, 'HUM_1_POS_Y': 190.13, 'HUM_2_POS_X': 2899.42, 'HUM_2_POS_Y': 194.11, 'ROB_1_VEL': 80.0, 'ROB_1_CHG': 11.36832511, 'SCS': 1.0, 'FTG': 0.0}","{'PRGS': 5.0, 'ORCH_1_Dstop': 5.959341438104127, 'ORCH_1_Drestart': 3.92764515511579, 'ORCH_1_Fstop': 0.6781553086415033, 'ORCH_1_Frestart': 0.1459058071468993, 'PSCS__TAU': 181.0, 'HUM_1_VEL': 34.9034544048318, 'HUM_2_VEL': 60.575649819163694, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 2592.91, 'HUM_1_POS_Y': 190.13, 'HUM_2_POS_X': 2899.42, 'HUM_2_POS_Y': 194.11, 'ROB_1_VEL': 55.88468786455349, 'ROB_1_CHG': 11.36832511, 'SCS': 0.997879865, 'FTG': 0.0034668833333333}"
291,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 7.3, 'ORCH_1_Drestart': 4.14, 'ORCH_1_Fstop': 0.74, 'ORCH_1_Frestart': 0.19, 'PSCS__TAU': 290.0, 'HUM_1_VEL': 87.0, 'HUM_2_VEL': 82.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 139.62, 'HUM_1_POS_Y': 401.64, 'HUM_2_POS_X': 1959.25, 'HUM_2_POS_Y': 253.99, 'ROB_1_VEL': 50.0, 'ROB_1_CHG': 11.47096181, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.017527238135528, 'ORCH_1_Drestart': 2.045672242873114, 'ORCH_1_Fstop': 0.7959706454249661, 'ORCH_1_Frestart': 0.3892461233607597, 'PSCS__TAU': 290.0, 'HUM_1_VEL': 60.428240629203714, 'HUM_2_VEL': 33.46895211163338, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 139.62, 'HUM_1_POS_Y': 401.64, 'HUM_2_POS_X': 1959.25, 'HUM_2_POS_Y': 253.99, 'ROB_1_VEL': 34.98422556529018, 'ROB_1_CHG': 11.47096181, 'SCS': 0.5774089985133327, 'FTG': 0.2049984916666667}"
292,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 6.42, 'ORCH_1_Drestart': 2.66, 'ORCH_1_Fstop': 0.55, 'ORCH_1_Frestart': 0.21, 'PSCS__TAU': 229.0, 'HUM_1_VEL': 34.0, 'HUM_2_VEL': 48.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2654.51, 'HUM_1_POS_Y': 164.83, 'HUM_2_POS_X': 1400.13, 'HUM_2_POS_Y': 767.97, 'ROB_1_VEL': 92.0, 'ROB_1_CHG': 11.1623174, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.036228891390477, 'ORCH_1_Drestart': 3.905263169988725, 'ORCH_1_Fstop': 0.5911365321407542, 'ORCH_1_Frestart': 0.3711956192902592, 'PSCS__TAU': 229.0, 'HUM_1_VEL': 58.40913892856, 'HUM_2_VEL': 93.49823689644774, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2654.51, 'HUM_1_POS_Y': 164.83, 'HUM_2_POS_X': 1400.13, 'HUM_2_POS_Y': 767.97, 'ROB_1_VEL': 64.35959456806046, 'ROB_1_CHG': 11.16231655, 'SCS': 0.5577678959999994, 'FTG': 0.0218101333333333}"
293,True,"{'PRGS': 4.0, 'ORCH_1_Dstop': 5.64, 'ORCH_1_Drestart': 4.07, 'ORCH_1_Fstop': 0.54, 'ORCH_1_Frestart': 0.17, 'PSCS__TAU': 85.0, 'HUM_1_VEL': 34.0, 'HUM_2_VEL': 57.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 500.0, 'HUM_1_POS_Y': 200.0, 'HUM_2_POS_X': 2870.51, 'HUM_2_POS_Y': 201.68, 'ROB_1_VEL': 83.0, 'ROB_1_CHG': 12.34537326, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 3.0, 'ORCH_1_Dstop': 5.83235461383388, 'ORCH_1_Drestart': 3.760624849746017, 'ORCH_1_Fstop': 0.7899414409533564, 'ORCH_1_Frestart': 0.1754257327591076, 'PSCS__TAU': 98.0, 'HUM_1_VEL': 41.60666505666708, 'HUM_2_VEL': 46.08011269758924, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 501.1, 'HUM_1_POS_Y': 181.25, 'HUM_2_POS_X': 2878.83, 'HUM_2_POS_Y': 195.5, 'ROB_1_VEL': 96.37010175690408, 'ROB_1_CHG': 12.31123208, 'SCS': 0.2842555450199998, 'FTG': 0.0063985}"
294,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 7.00781474, 'ORCH_1_Drestart': 2.827169072, 'ORCH_1_Fstop': 0.6197504569, 'ORCH_1_Frestart': 0.110899464, 'PSCS__TAU': 329.0, 'HUM_1_VEL': 37.66176195, 'HUM_2_VEL': 52.59869204, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 4178.6, 'HUM_1_POS_Y': 693.29, 'HUM_2_POS_X': 70.28, 'HUM_2_POS_Y': 534.16, 'ROB_1_VEL': 70.99928002, 'ROB_1_CHG': 11.5588442, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.49294625901536, 'ORCH_1_Drestart': 4.45761975474784, 'ORCH_1_Fstop': 0.6326454217812991, 'ORCH_1_Frestart': 0.3897116461215506, 'PSCS__TAU': 328.0, 'HUM_1_VEL': 51.13134502789029, 'HUM_2_VEL': 37.76044632692179, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 4178.6, 'HUM_1_POS_Y': 693.29, 'HUM_2_POS_X': 70.28, 'HUM_2_POS_Y': 534.16, 'ROB_1_VEL': 82.39568423654099, 'ROB_1_CHG': 11.55881977, 'SCS': 0.5756277276133326, 'FTG': 0.0231663999999999}"
295,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 6.8, 'ORCH_1_Drestart': 2.67, 'ORCH_1_Fstop': 0.67, 'ORCH_1_Frestart': 0.24, 'PSCS__TAU': 545.0, 'HUM_1_VEL': 54.0, 'HUM_2_VEL': 89.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 4374.08, 'HUM_1_POS_Y': 403.67, 'HUM_2_POS_X': 1396.45, 'HUM_2_POS_Y': 718.65, 'ROB_1_VEL': 80.0, 'ROB_1_CHG': 11.47632097, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.020770001178953, 'ORCH_1_Drestart': 2.1983555923262457, 'ORCH_1_Fstop': 0.7172029048922828, 'ORCH_1_Frestart': 0.2588599582242883, 'PSCS__TAU': 546.0, 'HUM_1_VEL': 30.005547600592696, 'HUM_2_VEL': 44.12481907625696, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 4374.08, 'HUM_1_POS_Y': 403.67, 'HUM_2_POS_X': 1396.45, 'HUM_2_POS_Y': 718.65, 'ROB_1_VEL': 81.70290534839863, 'ROB_1_CHG': 11.47636067, 'SCS': 0.5438979620416663, 'FTG': 0.0210691083333333}"
296,True,"{'PRGS': 2.0, 'ORCH_1_Dstop': 6.8, 'ORCH_1_Drestart': 2.67, 'ORCH_1_Fstop': 0.67, 'ORCH_1_Frestart': 0.24, 'PSCS__TAU': 363.0, 'HUM_1_VEL': 54.0, 'HUM_2_VEL': 89.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 366.29, 'HUM_1_POS_Y': 176.1, 'HUM_2_POS_X': 2543.23, 'HUM_2_POS_Y': 202.06, 'ROB_1_VEL': 80.0, 'ROB_1_CHG': 11.4214838, 'SCS': 1.0, 'FTG': 0.0}","{'PRGS': 2.0, 'ORCH_1_Dstop': 5.031214886700436, 'ORCH_1_Drestart': 4.003759458161593, 'ORCH_1_Fstop': 0.6700086090002907, 'ORCH_1_Frestart': 0.3893771905118827, 'PSCS__TAU': 363.0, 'HUM_1_VEL': 64.07232004346481, 'HUM_2_VEL': 52.45388108707589, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 366.29, 'HUM_1_POS_Y': 176.1, 'HUM_2_POS_X': 2543.23, 'HUM_2_POS_Y': 202.06, 'ROB_1_VEL': 86.84261444708075, 'ROB_1_CHG': 11.4214838, 'SCS': 0.6594545856666666, 'FTG': 0.0374765}"
297,True,"{'PRGS': 3.0, 'ORCH_1_Dstop': 6.46, 'ORCH_1_Drestart': 3.1, 'ORCH_1_Fstop': 0.7, 'ORCH_1_Frestart': 0.31, 'PSCS__TAU': 94.0, 'HUM_1_VEL': 65.0, 'HUM_2_VEL': 70.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 405.68, 'HUM_1_POS_Y': 174.33, 'HUM_2_POS_X': 2896.86, 'HUM_2_POS_Y': 198.41, 'ROB_1_VEL': 83.0, 'ROB_1_CHG': 11.37072267, 'SCS': 1.0, 'FTG': 0.0}","{'PRGS': 3.0, 'ORCH_1_Dstop': 5.033503273164108, 'ORCH_1_Drestart': 3.938076061952995, 'ORCH_1_Fstop': 0.7568514295976659, 'ORCH_1_Frestart': 0.3829505712391449, 'PSCS__TAU': 131.0, 'HUM_1_VEL': 73.65591105920466, 'HUM_2_VEL': 82.0427432134425, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 428.36, 'HUM_1_POS_Y': 173.65, 'HUM_2_POS_X': 2920.11, 'HUM_2_POS_Y': 196.01, 'ROB_1_VEL': 85.13839362444634, 'ROB_1_CHG': 11.42916953, 'SCS': 0.6937875628000001, 'FTG': 0.0041315}"
298,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 6.36, 'ORCH_1_Drestart': 3.68, 'ORCH_1_Fstop': 0.5, 'ORCH_1_Frestart': 0.15, 'PSCS__TAU': 182.0, 'HUM_1_VEL': 25.0, 'HUM_2_VEL': 98.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 3225.64, 'HUM_1_POS_Y': 164.78, 'HUM_2_POS_X': 2412.61, 'HUM_2_POS_Y': 597.02, 'ROB_1_VEL': 70.0, 'ROB_1_CHG': 11.77432966, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.046611676013462, 'ORCH_1_Drestart': 3.913304983641165, 'ORCH_1_Fstop': 0.7883716468685688, 'ORCH_1_Frestart': 0.3940134093685978, 'PSCS__TAU': 182.0, 'HUM_1_VEL': 38.51558873115328, 'HUM_2_VEL': 30.055723203581813, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 3225.64, 'HUM_1_POS_Y': 164.78, 'HUM_2_POS_X': 2412.61, 'HUM_2_POS_Y': 597.02, 'ROB_1_VEL': 83.21521776260916, 'ROB_1_CHG': 11.77432966, 'SCS': 0.5549989403499994, 'FTG': 0.2662438666666666}"
299,True,"{'PRGS': 5.0, 'ORCH_1_Dstop': 5.05, 'ORCH_1_Drestart': 3.94, 'ORCH_1_Fstop': 0.65, 'ORCH_1_Frestart': 0.34, 'PSCS__TAU': 92.0, 'HUM_1_VEL': 64.0, 'HUM_2_VEL': 53.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2903.45, 'HUM_1_POS_Y': 195.18, 'HUM_2_POS_X': 2881.35, 'HUM_2_POS_Y': 197.22, 'ROB_1_VEL': 91.0, 'ROB_1_CHG': 11.49924606, 'SCS': 1.0, 'FTG': 0.0}","{'PRGS': 5.0, 'ORCH_1_Dstop': 5.966301771672253, 'ORCH_1_Drestart': 3.018473506591441, 'ORCH_1_Fstop': 0.7263742251447766, 'ORCH_1_Frestart': 0.3019423712984758, 'PSCS__TAU': 92.0, 'HUM_1_VEL': 74.21685684716613, 'HUM_2_VEL': 59.762193860704805, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2903.45, 'HUM_1_POS_Y': 195.18, 'HUM_2_POS_X': 2881.35, 'HUM_2_POS_Y': 197.22, 'ROB_1_VEL': 63.42703519749424, 'ROB_1_CHG': 11.49924606, 'SCS': 1.0, 'FTG': 0.0}"
300,True,"{'PRGS': 2.0, 'ORCH_1_Dstop': 7.05, 'ORCH_1_Drestart': 2.13, 'ORCH_1_Fstop': 0.64, 'ORCH_1_Frestart': 0.29, 'PSCS__TAU': 311.0, 'HUM_1_VEL': 98.0, 'HUM_2_VEL': 67.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 548.34, 'HUM_1_POS_Y': 194.95, 'HUM_2_POS_X': 2048.26, 'HUM_2_POS_Y': 181.79, 'ROB_1_VEL': 82.0, 'ROB_1_CHG': 11.60340964, 'SCS': 1.0, 'FTG': 0.0}","{'PRGS': 2.0, 'ORCH_1_Dstop': 5.06756265833383, 'ORCH_1_Drestart': 4.072326822970945, 'ORCH_1_Fstop': 0.5235357568524033, 'ORCH_1_Frestart': 0.3561914313611222, 'PSCS__TAU': 311.0, 'HUM_1_VEL': 71.60332714871244, 'HUM_2_VEL': 89.92576112004421, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 548.34, 'HUM_1_POS_Y': 194.95, 'HUM_2_POS_X': 2048.26, 'HUM_2_POS_Y': 181.79, 'ROB_1_VEL': 89.90081654084692, 'ROB_1_CHG': 11.60340964, 'SCS': 0.7701580508333337, 'FTG': 0.2017179999999999}"
301,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 7.44, 'ORCH_1_Drestart': 2.48, 'ORCH_1_Fstop': 0.71, 'ORCH_1_Frestart': 0.13, 'PSCS__TAU': 167.0, 'HUM_1_VEL': 51.0, 'HUM_2_VEL': 98.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 365.17, 'HUM_1_POS_Y': 177.35, 'HUM_2_POS_X': 3108.03, 'HUM_2_POS_Y': 421.63, 'ROB_1_VEL': 58.0, 'ROB_1_CHG': 11.80522617, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.010641382933595, 'ORCH_1_Drestart': 2.059637375375587, 'ORCH_1_Fstop': 0.7844103047579867, 'ORCH_1_Frestart': 0.3964983610818546, 'PSCS__TAU': 167.0, 'HUM_1_VEL': 58.69148919015164, 'HUM_2_VEL': 30.37449589194853, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 365.17, 'HUM_1_POS_Y': 177.35, 'HUM_2_POS_X': 3108.03, 'HUM_2_POS_Y': 421.63, 'ROB_1_VEL': 30.99945689320597, 'ROB_1_CHG': 11.80522617, 'SCS': 0.5104236086833327, 'FTG': 0.1604354999999999}"
302,True,"{'PRGS': 3.0, 'ORCH_1_Dstop': 6.46, 'ORCH_1_Drestart': 3.1, 'ORCH_1_Fstop': 0.7, 'ORCH_1_Frestart': 0.31, 'PSCS__TAU': 94.0, 'HUM_1_VEL': 65.0, 'HUM_2_VEL': 70.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 405.68, 'HUM_1_POS_Y': 174.33, 'HUM_2_POS_X': 2896.86, 'HUM_2_POS_Y': 198.41, 'ROB_1_VEL': 83.0, 'ROB_1_CHG': 11.37072267, 'SCS': 1.0, 'FTG': 0.0}","{'PRGS': 3.0, 'ORCH_1_Dstop': 5.0703792934052, 'ORCH_1_Drestart': 2.876617066715828, 'ORCH_1_Fstop': 0.7798254910255484, 'ORCH_1_Frestart': 0.3654372131710023, 'PSCS__TAU': 94.0, 'HUM_1_VEL': 98.21080548674794, 'HUM_2_VEL': 38.65413274974011, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 405.68, 'HUM_1_POS_Y': 174.33, 'HUM_2_POS_X': 2896.86, 'HUM_2_POS_Y': 198.41, 'ROB_1_VEL': 81.54830011432823, 'ROB_1_CHG': 11.37072267, 'SCS': 0.6947444051899997, 'FTG': 0.0442416666666666}"
303,True,"{'PRGS': 0.0, 'ORCH_1_Dstop': 5.428523759, 'ORCH_1_Drestart': 3.207669876, 'ORCH_1_Fstop': 0.5649153489, 'ORCH_1_Frestart': 0.26821115, 'PSCS__TAU': 602.0, 'HUM_1_VEL': 97.92951157, 'HUM_2_VEL': 65.69694939, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 283.37, 'HUM_1_POS_Y': 226.93, 'HUM_2_POS_X': 561.99, 'HUM_2_POS_Y': 775.95, 'ROB_1_VEL': 47.28361732, 'ROB_1_CHG': 12.17367891, 'SCS': 0.0, 'FTG': 0.0}","{'PRGS': 0.0, 'ORCH_1_Dstop': 5.004748284335829, 'ORCH_1_Drestart': 2.111027019422875, 'ORCH_1_Fstop': 0.5639486311140404, 'ORCH_1_Frestart': 0.2118062232892048, 'PSCS__TAU': 601.0, 'HUM_1_VEL': 99.83496399280251, 'HUM_2_VEL': 88.98085222135335, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 283.37, 'HUM_1_POS_Y': 226.93, 'HUM_2_POS_X': 561.99, 'HUM_2_POS_Y': 775.95, 'ROB_1_VEL': 38.12429087886416, 'ROB_1_CHG': 12.17363616, 'SCS': 0.5465839813095237, 'FTG': 0.2822904488095239}"
