PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,AGE/STAT 1,HUM_2_FW,AGE/STAT 2,Position 1,Position 2,ROB_1_VEL,ROB_1_CHG
0,7.01,4.45,0.66,0.36,495,76.0,75.0,free,e/u,free,e/s,"801.43, 728.17","364.2, 741.87",35.0,11.76602082
