PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,SCS,FTG
0,5.0466182234323576,3.997622076493212,0.5648225944821288,0.36502610521501877,380,57.17710027511454,42.91712700129075,0.0,0.0,1.0,2.0,0.0,0.0,2184.49,263.17,70.15,332.47,84.5163319255478,11.47632012,0.5322061652555558,0.11840070833333337
3,6.249483979088114,3.723196849978736,0.7177993956051355,0.32095186104298246,365,70.71476031203625,82.5659703819136,0.0,1.0,0.0,2.0,0.0,2.0,421.51,188.29,2900.51,194.35,54.422883938448976,11.73433259,0.9167456166666663,0.006122500000000003
0,6.339670536700247,3.0450138568011633,0.7898897472023035,0.37762684453760154,265,82.63833119683929,56.644197369963415,2.0,1.0,1.0,0.0,1.0,2.0,394.74,767.75,1983.4,299.33,69.56038625598255,11.83249701,0.25941589624999994,0.0049081333333333334
0,6.419010949754474,3.684853760493553,0.7479306572894374,0.34473321629849385,1,30.896577395571327,34.78345300560996,0.0,0.0,0.0,2.0,1.0,1.0,1976.28,407.9,2528.11,229.78,97.0049859431309,12.0141163,0.2713410373,0.0004805
0,5.066510021298341,4.020106615878236,0.5861278968717936,0.346219468009251,687,93.83429465933742,34.556819721652495,0.0,1.0,2.0,1.0,1.0,0.0,169.43,713.47,3733.34,215.79,39.32858441821159,11.34362422,0.4011322389200001,0.22345029166666677
0,5.071234668639728,3.8711115041012496,0.6283577432299424,0.3867833154391204,1,44.40776639619423,92.86444229950625,2.0,1.0,1.0,0.0,1.0,2.0,394.74,767.75,1983.4,299.33,53.33691097737518,11.75540571,0.175164895,0.04443896666666667
0,5.268226208496106,3.820831454005191,0.5003163103346789,0.3591027666152924,465,57.2273798841557,43.18121736151242,2.0,0.0,0.0,1.0,0.0,0.0,1803.78,378.72,2999.74,645.48,81.73982673866718,12.20063445,0.8146209777777776,0.013095266666666662
0,5.998314425303225,4.295867382719909,0.7344050048968834,0.14703741839382528,107,31.78735174797061,51.30284160298013,0.0,0.0,0.0,1.0,1.0,1.0,359.71,164.64,2434.94,304.36,97.92975158078406,12.23421214,0.23902557333333327,0.004719500000000001
0,7.367125352469941,3.830405833059624,0.6016999115430828,0.3965848463237347,287,55.055434755821395,36.92652991828267,0.0,0.0,2.0,1.0,0.0,1.0,2033.75,173.97,176.55,363.53,86.42776926659889,11.11291743,0.355072028488889,0.013574000000000001
0,5.007133737279526,3.957385321442045,0.7797529273366155,0.38899836417067296,242,94.1322592310167,33.92197105796203,1.0,1.0,2.0,1.0,0.0,0.0,246.95,120.77,4004.57,246.63,45.92229038243951,11.70956403,0.35107154250000006,0.1938936833333334
0,7.384480745214725,3.6596824341752807,0.766866991695004,0.2628523949815727,547,43.09810733318949,35.76695359665527,0.0,1.0,0.0,2.0,0.0,2.0,102.2,276.88,100.8,207.37,65.4532154763927,11.78919332,0.8106167266666665,0.008355520833333335
0,6.560722880013458,2.0558498654305803,0.7799874930786653,0.13564317501316925,694,32.85235257565913,30.873816099040056,1.0,0.0,2.0,2.0,1.0,2.0,2011.81,315.73,2292.61,482.03,81.9801039828984,11.45020851,0.37267960388888893,0.32965889880952387
0,7.362739546114658,4.40815632110178,0.5529183495276248,0.15001532910439305,330,38.34776339804048,60.97108313038884,2.0,1.0,2.0,2.0,1.0,1.0,801.43,728.17,364.2,741.87,99.55108480629562,11.71598751,0.41367817356666675,0.013898500000000001
1,6.98063736064433,3.381994661010821,0.6048888732773231,0.39682517975144643,125,97.60876040397154,97.57209559029025,2.0,1.0,1.0,2.0,0.0,1.0,355.63,173.8,2432.66,613.06,53.88598579473748,12.30137698,0.323601816,0.28995600000000027
0,5.10008668484097,2.082904228488391,0.6280884459331756,0.3479847564177272,466,74.64531074654967,37.71950428629542,0.0,0.0,1.0,1.0,0.0,1.0,3922.46,260.71,1380.68,415.8,78.49033012454746,11.65040445,0.8028629949999997,0.06926983333333332
5,6.055253683226893,3.578864564848531,0.7221838022420677,0.3415276314828489,176,67.70971314232011,39.66745727691469,2.0,0.0,1.0,0.0,1.0,1.0,2535.23,188.73,2910.19,194.33,91.468009743432,11.41496523,1.0,0.0
0,6.46513243354753,4.393063149175557,0.7364912068377468,0.19016000591197318,298,85.65471709264486,35.657977978478925,0.0,0.0,1.0,1.0,0.0,0.0,2244.03,465.03,4200.11,792.34,81.499870666471,11.69090956,0.12563107347000002,0.04967956666666666
0,5.031851181062761,3.4924922065537127,0.7455207762460062,0.2776271565467069,372,36.083656733540174,33.45202718352964,2.0,0.0,0.0,2.0,1.0,0.0,3138.2,228.91,1217.09,746.95,86.85668575935235,12.19613388,0.5212635991222222,0.0034739333333333334
0,7.441685444571641,4.066339287532168,0.5045353352146332,0.3596530226334913,250,96.20233775578659,71.4074589487253,0.0,1.0,0.0,1.0,0.0,0.0,1814.71,166.29,755.82,276.56,86.26564021211918,11.28062366,0.22509503459999994,0.019734974999999984
0,5.0363177819447555,2.4021363669192333,0.7767417566055395,0.15856343026790484,290,55.03357173846023,34.1360479513057,1.0,0.0,2.0,1.0,1.0,0.0,1671.4,165.13,4445.72,743.68,98.28622784509223,12.06146909,0.26951122611111106,0.3875098083333333
5,5.006172532363506,3.54663216511474,0.5865330438812416,0.22073332597131032,146,56.30713049759781,61.15137381439908,0.0,1.0,1.0,0.0,0.0,1.0,2665.08,191.99,2852.19,201.21,81.65978562859137,11.96880433,1.0,0.001126
3,5.093582366650915,3.9684049726744433,0.7866006259661528,0.3679030560816393,156,90.83732453851616,35.01837502164641,1.0,0.0,1.0,1.0,1.0,2.0,400.0,200.0,2890.4,199.96,38.67393111732615,11.13342642,0.5175600400000001,0.02422700000000001
3,5.836149990834994,3.8266174675634974,0.6284196457951041,0.3898031359518258,335,44.59102799581337,93.38211486246861,2.0,1.0,1.0,0.0,0.0,2.0,458.12,171.75,2889.94,193.49,60.09227133435858,12.30781725,0.9509274999999994,0.07650849999999994
