PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,SCS,FTG
4,5.861673084748507,3.3429285979268917,0.7064841719799597,0.3622962638964477,333,73.68771895468123,40.8846694463691,1.0,0.0,0.0,0.0,0.0,2.0,1498.45,126.34,2848.97,194.29,57.198460840613905,11.62042621,0.9160965863289422,0.015791500000000003
0,5.007987984190889,3.858237718234172,0.5865360746835391,0.3750390409241656,181,43.16338418523124,42.25544332162479,1.0,0.0,0.0,1.0,1.0,1.0,347.86,173.84,77.26,630.9,96.07585443671051,11.464643,0.44739578876,0.006525999999999996
0,5.010746585291811,4.032249344900246,0.6092802078689262,0.39128316484016096,328,63.915542851213814,67.1650223193232,2.0,0.0,0.0,0.0,1.0,1.0,4178.6,693.29,70.28,534.16,81.79583559276848,11.55881977,0.558143088333333,0.025579816666666647
5,5.14123495631142,3.5183268363214246,0.7334384449266435,0.13792458952484205,143,57.64978538000555,37.78594000934329,1.0,1.0,2.0,2.0,0.0,0.0,2956.94,197.36,2886.28,195.34,64.23983575574188,11.84330907,1.13261898,0.05289183333333333
1,7.25221712508386,3.873794315768202,0.5736285678029823,0.38665959971059544,125,36.69280846875843,99.17102427957434,2.0,1.0,1.0,2.0,0.0,1.0,378.98,174.24,2432.66,613.06,83.54926440148353,12.30137526,0.3117388356000004,0.28997550000000016
0,5.038597050005925,3.8487362388744497,0.5044278423538096,0.34354271598221353,687,47.60773223476752,44.420358041595634,0.0,1.0,2.0,1.0,1.0,0.0,169.43,713.47,3733.34,215.79,43.57184368231064,11.34362422,0.43803498672333324,0.24129266666666674
0,6.766380441106536,3.627223527608356,0.6054882053778209,0.38391157488523975,192,42.582003614948825,67.53143014662768,0.0,0.0,0.0,0.0,0.0,2.0,2974.93,410.44,3634.84,277.1,97.72423190279426,12.24726915,0.433406896,0.0004045
0,5.030658548982191,2.104423154320562,0.7797194819125056,0.11860115995443499,360,32.122842791481595,35.11190326623141,1.0,1.0,2.0,2.0,1.0,2.0,1909.3,165.27,138.53,411.75,72.85140696822583,11.16857676,0.4058764843333333,0.3307064666666666
0,7.383164975988109,4.404910390393495,0.5511664213204909,0.30063743055547454,427,96.18501651816815,35.68079879578174,1.0,1.0,2.0,2.0,0.0,0.0,1867.55,234.08,2356.35,560.55,34.55297305363663,11.92814216,0.4067153652933331,0.4057579488095237
5,6.542697469547827,3.8782019956426637,0.5802224196045888,0.16966276416399045,172,33.89496918230169,58.89840322793752,1.0,1.0,0.0,2.0,0.0,1.0,2898.65,193.89,2891.13,195.11,38.1033917774375,11.58610567,1.08,0.003266683333333333
0,7.117015703722345,3.1068582474083017,0.7663547176814067,0.33135589164558793,510,51.08387728130825,95.63367542083039,2.0,1.0,1.0,0.0,0.0,0.0,3035.95,476.62,3222.69,767.67,70.15877113405236,11.94573382,0.4986958578333332,0.006090816666666666
0,5.0143368413799925,4.409624377624755,0.5864532268891856,0.25131378241249713,372,71.89188021035184,97.87170238237722,2.0,0.0,0.0,2.0,1.0,0.0,3138.2,228.91,1217.09,746.95,71.7477434242303,12.19613388,0.7404395963799999,0.018537916666666668
5,6.948707086549911,2.3318883297486863,0.7326374249047436,0.1631167580192008,1,38.54299734379533,77.83667293896981,0.0,1.0,0.0,2.0,0.0,2.0,2692.3,177.57,2868.0,193.51,53.571689369455974,11.62967107,1.22,9.549999999999999e-05
0,5.172108156371367,4.0022728909394685,0.5913777522258329,0.37832799314097776,397,72.3800092020719,31.0873292885585,2.0,1.0,1.0,0.0,1.0,2.0,394.74,767.75,1983.4,299.33,71.21013788555213,11.87284347,0.7714029606622758,0.0503504625
0,6.442450844528708,3.9822907135710173,0.685433748877021,0.22947739380303517,695,45.428079233964006,59.529713534594094,1.0,0.0,1.0,0.0,0.0,1.0,2285.24,461.01,1972.2,631.59,79.47946757136054,11.25425353,0.2732339423966667,0.04735518214285714
3,5.869414649363766,3.875258227056761,0.5458901965188548,0.36499182736174296,365,35.047140386374316,62.87777770806443,0.0,1.0,0.0,2.0,0.0,2.0,421.51,188.29,2900.51,194.35,51.81498616892748,11.73433259,0.9125865759999994,0.008552000000000004
